Variant SKU,Variant Price,Variant Cost,Variant Inventory Qty,Variant Command
240069,1229,764.0,142,UPDATE
817245,449,281.0,82,UPDATE
92365,1429,893.0,66,UPDATE
93129,829,514.0,85,UPDATE
281546,1029,641.0,47,UPDATE
283302,1439,897.0,12,UPDATE
805199,349,214.0,24,UPDATE
324771,1239,773.0,36,UPDATE
240152,389,239.0,172,UPDATE
41788,429,264.0,144,UPDATE
140706,379,234.0,108,UPDATE
70133,759,474.0,40,UPDATE
148921,1029,642.0,13,UPDATE
240747,239,149.0,94,UPDATE
144937,5499,3436.0,145,UPDATE
170617,1189,743.0,64,UPDATE
810028,759,475.0,76,UPDATE
131298,649,404.0,63,UPDATE
152757,169,104.0,55,UPDATE
240739,199,123.0,102,UPDATE
352539,549,341.0,29,UPDATE
816587,799,498.0,143,UPDATE
828189,729,454.0,73,UPDATE
45021,469,289.0,114,UPDATE
145358,1059,658.0,123,UPDATE
245367,1469,917.0,61,UPDATE
815358,699,432.0,197,UPDATE
243913,1739,1082.0,114,UPDATE
282676,549,340.0,36,UPDATE
827749,889,551.0,111,UPDATE
150856,189,116.0,56,UPDATE
351815,399,245.0,6,UPDATE
142847,249,153.0,139,UPDATE
325555,1109,688.0,129,UPDATE
362587,949,588.0,15,UPDATE
45545,329,204.0,41,UPDATE
285368,269,163.0,74,UPDATE
170828,609,379.0,149,UPDATE
364312,319,195.0,5,UPDATE
80405,859,532.0,39,UPDATE
210527,259,157.0,21,UPDATE
319287,209,129.0,124,UPDATE
350631,309,190.0,159,UPDATE
149057,279,174.0,53,UPDATE
153758,379,236.0,46,UPDATE
324842,1079,675.0,31,UPDATE
135888,409,252.0,39,UPDATE
145345,1739,1087.0,133,UPDATE
153829,299,187.0,79,UPDATE
319314,279,175.0,157,UPDATE
332905,299,187.0,53,UPDATE
829869,409,251.0,0,UPDATE
323804,399,244.0,91,UPDATE
801176,579,357.0,141,UPDATE
93134,1219,758.0,138,UPDATE
819296,659,407.0,3,UPDATE
92009,1039,647.0,123,UPDATE
288203,439,274.0,84,UPDATE
240481,1149,718.0,32,UPDATE
811328,859,532.0,100,UPDATE
48354,489,301.0,119,UPDATE
148265,329,202.0,11,UPDATE
286098,669,413.0,30,UPDATE
92367,1429,890.0,112,UPDATE
317159,559,348.0,62,UPDATE
318480,1719,1069.0,48,UPDATE
809488,569,354.0,4,UPDATE
813455,519,319.0,72,UPDATE
819834,579,357.0,155,UPDATE
240095,979,612.0,49,UPDATE
