Variant SKU,Variant Price,Variant Cost,Variant Inventory Qty,Variant Command
3281851,1579,982.0,158,UPDATE
3281956,2359,1472.0,60,UPDATE
3276665,1449,904.0,48,UPDATE
4004205,209,131.0,89,UPDATE
3282740,1079,673.0,134,UPDATE
370191,959,597.0,14,UPDATE
3284293,949,588.0,123,UPDATE
3284298,1889,1177.0,61,UPDATE
4002335,709,442.0,14,UPDATE
4001996,689,426.0,24,UPDATE
3284337,1069,668.0,123,UPDATE
3284302,1069,668.0,123,UPDATE
3284342,2139,1336.0,61,UPDATE
142399,1399,869.0,89,UPDATE
318580,2499,1557.0,47,UPDATE
846684,1369,855.0,22,UPDATE
3282044,2219,1385.0,101,UPDATE
3282090,1679,1044.0,88,UPDATE
3281968,1959,1220.0,41,UPDATE
3282099,1839,1144.0,34,UPDATE
3282059,2089,1305.0,34,UPDATE
3274998,4869,3041.0,166,UPDATE
134518,379,236.0,97,UPDATE
94734,1809,1130.0,174,UPDATE
246508,1699,1058.0,25,UPDATE
847202,609,380.0,3,UPDATE
847927,549,342.0,27,UPDATE
3285139,4079,2549.0,46,UPDATE
365462,1639,1019.0,32,UPDATE
376603,1069,663.0,2,UPDATE
3275148,5079,3175.0,153,UPDATE
4008433,709,441.0,38,UPDATE
3276638,1679,1050.0,20,UPDATE
842063,699,432.0,52,UPDATE
3216114,2619,1637.0,107,UPDATE
847256,1169,726.0,3,UPDATE
91363,679,419.0,128,UPDATE
4007606,1379,857.0,15,UPDATE
4007646,2739,1712.0,29,UPDATE
3266413,5099,3184.0,176,UPDATE
3266563,3309,2066.0,176,UPDATE
3267758,4549,2842.0,166,UPDATE
3267888,4009,2504.0,166,UPDATE
3268068,4739,2961.0,166,UPDATE
3291684,4759,2975.0,30,UPDATE
845983,439,272.0,9,UPDATE
3310209,3089,1927.0,67,UPDATE
3310186,2559,1597.0,151,UPDATE
3215632,4479,2797.0,68,UPDATE
3215630,3309,2065.0,68,UPDATE
3215780,2449,1528.0,191,UPDATE
3215794,3359,2100.0,91,UPDATE
3282438,1919,1196.0,1,UPDATE
3267938,4219,2636.0,166,UPDATE
370468,489,304.0,2,UPDATE
3276652,1639,1022.0,67,UPDATE
852706,589,365.0,67,UPDATE
852790,529,326.0,8,UPDATE
3284162,2929,1828.0,155,UPDATE
3214970,2459,1535.0,191,UPDATE
355060,2139,1335.0,79,UPDATE
3215700,2479,1546.0,68,UPDATE
3215735,5039,3148.0,67,UPDATE
3285771,3139,1960.0,30,UPDATE
3285778,3249,2027.0,30,UPDATE
370792,1189,743.0,66,UPDATE
3268518,4159,2594.0,153,UPDATE
3268558,4419,2759.0,153,UPDATE
3268688,4949,3090.0,153,UPDATE
3290364,3339,2085.0,30,UPDATE
3290366,3299,2059.0,45,UPDATE
3290385,3379,2108.0,30,UPDATE
3288071,3429,2141.0,30,UPDATE
3288078,3539,2210.0,30,UPDATE
3215309,2589,1618.0,106,UPDATE
4008569,1819,1135.0,83,UPDATE
3286228,3019,1884.0,26,UPDATE
3068866,2499,1557.0,191,UPDATE
3288213,4849,3027.0,46,UPDATE
3288239,5109,3192.0,56,UPDATE
4009276,259,158.0,35,UPDATE
94540,2489,1554.0,145,UPDATE
3292685,3669,2289.0,30,UPDATE
3292664,3629,2265.0,30,UPDATE
3292666,3569,2228.0,45,UPDATE
3070028,4339,2708.0,54,UPDATE
3283746,3619,2257.0,115,UPDATE
3215714,2689,1678.0,73,UPDATE
3215709,2689,1681.0,73,UPDATE
3288534,3399,2124.0,26,UPDATE
370331,269,165.0,34,UPDATE
3307722,1509,940.0,12,UPDATE
135529,279,173.0,12,UPDATE
4008380,119,75.0,149,UPDATE
3069289,2979,1862.0,83,UPDATE
135245,279,171.0,88,UPDATE
3288630,5139,3208.0,18,UPDATE
3288666,4949,3090.0,45,UPDATE
3281610,1119,697.0,38,UPDATE
135218,649,405.0,189,UPDATE
135264,419,261.0,94,UPDATE
3294723,6249,3903.0,5,UPDATE
3290088,5079,3174.0,55,UPDATE
3137641,3319,2070.0,43,UPDATE
3104318,1049,652.0,64,UPDATE
3103968,1119,694.0,60,UPDATE
849588,659,410.0,43,UPDATE
3051211,1939,1211.0,90,UPDATE
3294562,3549,2214.0,45,UPDATE
3294658,5119,3198.0,53,UPDATE
3281612,939,584.0,38,UPDATE
852591,479,296.0,168,UPDATE
369036,2299,1435.0,98,UPDATE
3283683,3739,2337.0,83,UPDATE
3283706,4969,3104.0,83,UPDATE
3283704,3229,2017.0,159,UPDATE
846870,819,510.0,103,UPDATE
3284224,2539,1586.0,42,UPDATE
3291303,4689,2930.0,18,UPDATE
3291317,4739,2959.0,18,UPDATE
371452,559,347.0,22,UPDATE
3294647,5179,3235.0,40,UPDATE
849624,549,343.0,131,UPDATE
135543,509,315.0,27,UPDATE
4007271,339,208.0,132,UPDATE
3286696,4259,2658.0,18,UPDATE
3290048,4709,2942.0,34,UPDATE
310828,329,201.0,60,UPDATE
846411,649,405.0,30,UPDATE
3308050,2089,1302.0,182,UPDATE
3302340,809,501.0,13,UPDATE
3302597,929,581.0,20,UPDATE
153291,469,290.0,90,UPDATE
3284618,1069,665.0,4,UPDATE
3284595,1059,658.0,33,UPDATE
247437,2549,1588.0,104,UPDATE
287672,529,326.0,46,UPDATE
825974,759,471.0,12,UPDATE
838243,369,229.0,18,UPDATE
3290834,3219,2010.0,26,UPDATE
3290906,4839,3021.0,38,UPDATE
318720,819,510.0,7,UPDATE
846116,459,284.0,7,UPDATE
4008716,1089,679.0,4,UPDATE
846308,469,293.0,27,UPDATE
848215,829,516.0,83,UPDATE
377605,399,244.0,112,UPDATE
3293248,5339,3336.0,45,UPDATE
3293260,5559,3471.0,37,UPDATE
3307671,2099,1310.0,78,UPDATE
3287472,4299,2685.0,70,UPDATE
3287556,5739,3584.0,21,UPDATE
3287563,5749,3591.0,21,UPDATE
3287479,4309,2692.0,71,UPDATE
3293591,5039,3148.0,16,UPDATE
3294450,6219,3886.0,55,UPDATE
3306578,1209,751.0,50,UPDATE
3286366,4649,2901.0,45,UPDATE
4005126,519,322.0,127,UPDATE
4005130,809,501.0,74,UPDATE
3292086,4909,3064.0,40,UPDATE
3292108,5349,3341.0,87,UPDATE
4007762,799,497.0,24,UPDATE
852894,269,168.0,4,UPDATE
3301424,1299,808.0,189,UPDATE
4004354,939,584.0,1,UPDATE
3292827,5339,3335.0,5,UPDATE
3301942,1159,725.0,65,UPDATE
3301472,1539,962.0,22,UPDATE
3285913,4519,2823.0,46,UPDATE
3285939,4869,3043.0,56,UPDATE
3290527,5009,3130.0,5,UPDATE
3315786,749,466.0,14,UPDATE
3315792,689,430.0,28,UPDATE
3315790,839,522.0,55,UPDATE
3288253,5149,3213.0,56,UPDATE
360784,1409,881.0,2,UPDATE
3289767,4629,2891.0,31,UPDATE
3307818,1439,896.0,164,UPDATE
852966,409,253.0,86,UPDATE
3291954,3389,2117.0,84,UPDATE
4009440,1119,696.0,55,UPDATE
4009442,1119,696.0,147,UPDATE
3306600,1529,951.0,21,UPDATE
3293979,5139,3208.0,16,UPDATE
249458,379,235.0,83,UPDATE
249487,309,188.0,120,UPDATE
3287079,4379,2737.0,31,UPDATE
3287091,4369,2730.0,30,UPDATE
3287788,4769,2978.0,55,UPDATE
3287805,5309,3314.0,4,UPDATE
3287811,5319,3321.0,5,UPDATE
3295306,1179,735.0,11,UPDATE
3289856,5959,3724.0,21,UPDATE
3285477,3959,2470.0,30,UPDATE
3286952,3239,2025.0,68,UPDATE
3286959,3239,2024.0,68,UPDATE
3301879,2129,1328.0,166,UPDATE
4005392,309,190.0,2,UPDATE
848669,679,425.0,48,UPDATE
3308541,2639,1644.0,2,UPDATE
3302342,759,469.0,13,UPDATE
3287098,4459,2785.0,30,UPDATE
3287644,3129,1956.0,131,UPDATE
3287734,4369,2731.0,63,UPDATE
3307665,3049,1901.0,41,UPDATE
372678,1419,882.0,25,UPDATE
3278463,7359,4597.0,14,UPDATE
3278373,6599,4125.0,15,UPDATE
3278319,3839,2394.0,100,UPDATE
3278295,5459,3410.0,28,UPDATE
3278327,4369,2730.0,28,UPDATE
3265059,3989,2489.0,104,UPDATE
853272,419,261.0,154,UPDATE
145859,639,394.0,137,UPDATE
3276142,4449,2776.0,109,UPDATE
852179,589,366.0,13,UPDATE
3263804,4289,2680.0,166,UPDATE
324864,1079,675.0,47,UPDATE
324866,1039,650.0,133,UPDATE
4016986,339,209.0,67,UPDATE
4017013,409,251.0,10,UPDATE
3261766,5999,3750.0,11,UPDATE
3261952,4329,2706.0,11,UPDATE
3307128,1749,1092.0,29,UPDATE
855624,1229,763.0,13,UPDATE
3300779,989,617.0,36,UPDATE
3278201,2539,1587.0,33,UPDATE
3278241,3109,1939.0,29,UPDATE
851057,539,336.0,86,UPDATE
3321348,2419,1509.0,29,UPDATE
3263831,3889,2428.0,109,UPDATE
3322363,2289,1427.0,13,UPDATE
4017064,639,396.0,134,UPDATE
3309854,1839,1147.0,81,UPDATE
3322090,2239,1396.0,13,UPDATE
3322714,2199,1375.0,13,UPDATE
857946,609,376.0,0,UPDATE
3214260,8759,5475.0,180,UPDATE
3323132,3429,2141.0,0,UPDATE
852437,929,579.0,80,UPDATE
856210,399,246.0,96,UPDATE
857656,669,417.0,94,UPDATE
4008955,359,225.0,43,UPDATE
3322272,2829,1765.0,0,UPDATE
4008941,469,289.0,72,UPDATE
4008957,429,267.0,27,UPDATE
3308871,2649,1654.0,0,UPDATE
3249548,3939,2458.0,73,UPDATE
3322207,2179,1361.0,13,UPDATE
241384,779,483.0,94,UPDATE
322161,1589,990.0,138,UPDATE
285280,1209,753.0,7,UPDATE
3289964,3479,2169.0,49,UPDATE
3287748,4389,2743.0,34,UPDATE
3131346,4669,2917.0,34,UPDATE
3286330,4789,2992.0,18,UPDATE
3290034,4689,2930.0,63,UPDATE
3289877,5989,3743.0,21,UPDATE
3129898,5169,3226.0,71,UPDATE
3293056,3269,2042.0,33,UPDATE
3293068,3379,2107.0,33,UPDATE
3285620,2799,1749.0,45,UPDATE
3131409,3289,2051.0,56,UPDATE
3119140,599,373.0,95,UPDATE
3133182,5309,3313.0,93,UPDATE
3134758,3199,1995.0,51,UPDATE
3322536,1289,804.0,33,UPDATE
3322548,1339,833.0,33,UPDATE
854608,619,387.0,180,UPDATE
41236,439,274.0,103,UPDATE
41234,419,257.0,71,UPDATE
3286216,3119,1948.0,79,UPDATE
153562,579,358.0,105,UPDATE
856989,769,479.0,42,UPDATE
854861,239,148.0,34,UPDATE
3219328,3789,2368.0,135,UPDATE
3076856,7009,4378.0,15,UPDATE
3249768,4679,2923.0,73,UPDATE
3260154,6129,3828.0,23,UPDATE
854570,559,347.0,160,UPDATE
858075,649,401.0,35,UPDATE
858080,639,400.0,64,UPDATE
858082,809,503.0,41,UPDATE
3252449,2509,1567.0,53,UPDATE
3260007,3969,2478.0,23,UPDATE
3251305,3289,2055.0,199,UPDATE
3252816,4139,2582.0,73,UPDATE
3219188,6829,4268.0,138,UPDATE
3260308,4589,2865.0,23,UPDATE
3252215,3169,1979.0,23,UPDATE
3221057,2049,1276.0,153,UPDATE
3251165,4499,2808.0,23,UPDATE
3220177,3639,2274.0,166,UPDATE
3253735,4799,3000.0,48,UPDATE
3252435,4229,2643.0,23,UPDATE
3226646,5319,3324.0,138,UPDATE
3221387,3519,2199.0,153,UPDATE
3256030,6839,4270.0,48,UPDATE
3224539,3289,2054.0,166,UPDATE
3251785,6549,4093.0,48,UPDATE
3252985,6509,4067.0,48,UPDATE
3256128,5989,3742.0,79,UPDATE
3256870,4199,2622.0,23,UPDATE
3224840,8229,5142.0,54,UPDATE
3271758,3969,2479.0,166,UPDATE
3210826,6909,4316.0,31,UPDATE
3133479,4279,2670.0,35,UPDATE
3294574,3629,2266.0,45,UPDATE
3285953,4909,3064.0,56,UPDATE
3287577,5769,3603.0,21,UPDATE
3140394,4879,3044.0,111,UPDATE
3290705,3319,2072.0,45,UPDATE
3290919,4809,3005.0,40,UPDATE
3142822,2919,1820.0,49,UPDATE
3141399,2619,1632.0,26,UPDATE
3203721,649,402.0,128,UPDATE
3267798,5389,3368.0,166,UPDATE
3271919,5799,3620.0,166,UPDATE
3275188,5619,3512.0,153,UPDATE
3220087,2829,1768.0,166,UPDATE
3221307,2809,1754.0,153,UPDATE
3224882,2959,1850.0,153,UPDATE
3251745,6549,4093.0,48,UPDATE
3252545,4159,2598.0,48,UPDATE
3253425,3769,2353.0,23,UPDATE
3323972,3349,2093.0,0,UPDATE
365967,539,336.0,109,UPDATE
855997,979,612.0,169,UPDATE
857280,989,618.0,44,UPDATE
3324908,1359,848.0,186,UPDATE
3324920,1389,865.0,141,UPDATE
3328245,1679,1047.0,44,UPDATE
4008251,289,179.0,56,UPDATE
311425,319,194.0,24,UPDATE
3286944,3199,1997.0,64,UPDATE
3321575,1599,995.0,54,UPDATE
4017388,569,353.0,62,UPDATE
311723,279,172.0,21,UPDATE
3289863,5969,3731.0,21,UPDATE
311735,339,211.0,89,UPDATE
856487,999,621.0,105,UPDATE
4100154,339,209.0,35,UPDATE
311078,439,273.0,68,UPDATE
856087,769,478.0,105,UPDATE
4009489,1599,994.0,73,UPDATE
311176,319,199.0,165,UPDATE
311181,459,287.0,2,UPDATE
311188,479,294.0,53,UPDATE
311136,529,326.0,87,UPDATE
856757,649,403.0,84,UPDATE
311226,259,158.0,32,UPDATE
4018653,909,568.0,0,UPDATE
3325295,4399,2747.0,73,UPDATE
856114,799,499.0,35,UPDATE
856397,879,545.0,22,UPDATE
47966,3279,2050.0,197,UPDATE
310816,189,115.0,31,UPDATE
3325344,5749,3593.0,79,UPDATE
3325371,3559,2223.0,109,UPDATE
3325384,4629,2889.0,23,UPDATE
3326984,3909,2438.0,23,UPDATE
851256,809,504.0,45,UPDATE
3326144,3659,2285.0,176,UPDATE
3327194,6779,4232.0,48,UPDATE
3327265,4289,2679.0,73,UPDATE
3327320,4019,2508.0,23,UPDATE
3326200,4979,3109.0,73,UPDATE
851242,689,427.0,41,UPDATE
858759,279,174.0,14,UPDATE
153176,2119,1323.0,83,UPDATE
3327047,4979,3112.0,48,UPDATE
3327271,5009,3129.0,48,UPDATE
3327376,4869,3040.0,23,UPDATE
3326062,5809,3630.0,48,UPDATE
3326083,5889,3679.0,73,UPDATE
3326003,2329,1454.0,109,UPDATE
3325454,3059,1907.0,48,UPDATE
3325511,4759,2970.0,109,UPDATE
3325545,5399,3373.0,73,UPDATE
3326017,3309,2066.0,109,UPDATE
3326034,4909,3068.0,23,UPDATE
3326055,4169,2606.0,23,UPDATE
3326150,3649,2281.0,73,UPDATE
3326190,4799,2994.0,73,UPDATE
3326209,5999,3747.0,79,UPDATE
3326214,5449,3406.0,162,UPDATE
3326249,4859,3037.0,48,UPDATE
3326256,4849,3027.0,172,UPDATE
3326261,4579,2861.0,163,UPDATE
3326263,4759,2975.0,89,UPDATE
3326277,4599,2869.0,64,UPDATE
3326289,6009,3752.0,157,UPDATE
3326313,3569,2228.0,166,UPDATE
3325863,3539,2208.0,104,UPDATE
3325790,4559,2849.0,73,UPDATE
3329229,339,208.0,48,UPDATE
3326834,4589,2864.0,54,UPDATE
3326829,5579,3485.0,23,UPDATE
242751,959,597.0,38,UPDATE
243853,239,148.0,68,UPDATE
42199,1019,633.0,123,UPDATE
243805,209,127.0,56,UPDATE
3326307,3379,2107.0,64,UPDATE
3326347,4369,2727.0,64,UPDATE
3326370,5729,3581.0,73,UPDATE
3326379,6919,4323.0,48,UPDATE
3326483,3959,2475.0,53,UPDATE
3326497,5519,3445.0,114,UPDATE
3326510,5079,3171.0,73,UPDATE
3326559,4109,2567.0,23,UPDATE
3326567,4029,2517.0,136,UPDATE
3326640,4419,2762.0,73,UPDATE
3326680,5129,3204.0,73,UPDATE
3325461,3189,1993.0,109,UPDATE
3325494,5139,3209.0,23,UPDATE
3325524,4429,2763.0,23,UPDATE
3325564,3859,2411.0,23,UPDATE
3325585,4039,2523.0,73,UPDATE
3325615,4739,2961.0,73,UPDATE
3325634,5419,3384.0,48,UPDATE
3325719,4499,2809.0,54,UPDATE
3328101,6569,4103.0,23,UPDATE
3328010,5339,3336.0,79,UPDATE
3328004,4929,3079.0,73,UPDATE
3327996,4469,2790.0,23,UPDATE
40915,479,295.0,110,UPDATE
3326353,4589,2865.0,166,UPDATE
3326387,5799,3619.0,64,UPDATE
3326393,6619,4135.0,180,UPDATE
3326403,3209,2004.0,53,UPDATE
3326417,4549,2841.0,114,UPDATE
3326443,5189,3241.0,53,UPDATE
3326469,4159,2599.0,48,UPDATE
3326550,6139,3832.0,198,UPDATE
3326649,5169,3227.0,48,UPDATE
3327928,4789,2991.0,23,UPDATE
3327949,5009,3126.0,73,UPDATE
3327963,5579,3485.0,54,UPDATE
3327989,6029,3768.0,79,UPDATE
3328052,4619,2882.0,23,UPDATE
3328059,5479,3424.0,23,UPDATE
3328067,4969,3102.0,73,UPDATE
3328073,6539,4086.0,23,UPDATE
3326689,6229,3888.0,48,UPDATE
3326779,4699,2933.0,23,UPDATE
3326817,5469,3415.0,136,UPDATE
3326874,6119,3819.0,54,UPDATE
3326950,4669,2914.0,73,UPDATE
3327026,4459,2787.0,23,UPDATE
3327180,5559,3474.0,48,UPDATE
3327250,4529,2827.0,23,UPDATE
3327292,5819,3635.0,48,UPDATE
3327299,6139,3836.0,48,UPDATE
3327362,4639,2896.0,23,UPDATE
3325669,2999,1869.0,54,UPDATE
3325674,4369,2729.0,23,UPDATE
3325695,4609,2880.0,73,UPDATE
3325905,3559,2222.0,108,UPDATE
3325930,3889,2426.0,73,UPDATE
3325947,2919,1821.0,66,UPDATE
3325468,2809,1753.0,53,UPDATE
3325518,4409,2756.0,53,UPDATE
855850,449,277.0,43,UPDATE
3327783,4449,2778.0,162,UPDATE
3327805,3949,2466.0,105,UPDATE
3327818,5529,3454.0,23,UPDATE
3327826,4609,2877.0,64,UPDATE
3327898,5559,3471.0,23,UPDATE
3327909,5109,3193.0,73,UPDATE
3327872,5059,3162.0,53,UPDATE
3328031,5379,3362.0,23,UPDATE
3327853,4339,2708.0,80,UPDATE
3327858,5559,3472.0,23,UPDATE
3326095,3589,2240.0,40,UPDATE
3326235,7259,4536.0,19,UPDATE
3326125,5519,3449.0,19,UPDATE
3327774,4119,2569.0,40,UPDATE
3326275,4949,3093.0,40,UPDATE
3325260,2569,1605.0,40,UPDATE
3325310,4449,2781.0,40,UPDATE
3131913,4469,2793.0,53,UPDATE
3144602,3639,2270.0,42,UPDATE
3133453,3229,2017.0,133,UPDATE
3138150,5189,3238.0,34,UPDATE
3133246,4629,2893.0,14,UPDATE
3135357,4549,2841.0,53,UPDATE
3136006,4559,2847.0,102,UPDATE
3138654,6149,3839.0,55,UPDATE
3135470,3219,2010.0,14,UPDATE
3135701,5859,3662.0,38,UPDATE
3133502,5339,3333.0,63,UPDATE
3141913,2989,1863.0,56,UPDATE
3286240,3169,1980.0,26,UPDATE
3269983,3429,2142.0,15,UPDATE
3270007,3509,2188.0,15,UPDATE
3141587,3019,1884.0,85,UPDATE
3141461,2719,1696.0,168,UPDATE
3307018,2189,1368.0,116,UPDATE
842786,1229,764.0,66,UPDATE
3328115,5039,3150.0,23,UPDATE
3328134,4369,2726.0,172,UPDATE
3326764,4879,3050.0,54,UPDATE
3129135,3039,1897.0,45,UPDATE
3133102,5229,3267.0,93,UPDATE
3325414,5009,3131.0,79,UPDATE
3328108,4209,2626.0,23,UPDATE
3328141,4619,2887.0,172,UPDATE
3327633,5159,3223.0,172,UPDATE
3327604,4689,2929.0,66,UPDATE
3327619,4179,2611.0,172,UPDATE
3327650,6719,4196.0,81,UPDATE
3327625,5269,3292.0,66,UPDATE
3327646,6919,4323.0,66,UPDATE
860093,639,399.0,61,UPDATE
3318714,1329,830.0,54,UPDATE
3326237,3119,1950.0,64,UPDATE
4009468,1319,820.0,96,UPDATE
131254,489,303.0,19,UPDATE
3130033,3919,2446.0,43,UPDATE
3134578,3819,2384.0,22,UPDATE
856961,449,278.0,49,UPDATE
146357,2979,1859.0,148,UPDATE
4009054,529,330.0,16,UPDATE
858622,439,272.0,20,UPDATE
858615,709,443.0,61,UPDATE
858674,329,201.0,22,UPDATE
858695,479,294.0,158,UPDATE
3326533,5569,3478.0,53,UPDATE
858539,549,339.0,0,UPDATE
859976,419,261.0,129,UPDATE
849264,599,371.0,23,UPDATE
848704,529,327.0,94,UPDATE
4009421,2039,1270.0,45,UPDATE
4009423,1729,1078.0,118,UPDATE
3325435,4839,3023.0,73,UPDATE
94619,2939,1834.0,62,UPDATE
3328157,5189,3240.0,23,UPDATE
3326020,4049,2526.0,23,UPDATE
3332605,1599,997.0,126,UPDATE
3332611,1629,1016.0,136,UPDATE
4016965,879,548.0,27,UPDATE
4101015,189,116.0,67,UPDATE
4016971,749,467.0,77,UPDATE
3332647,1639,1021.0,136,UPDATE
3332685,1779,1110.0,29,UPDATE
3295784,1239,769.0,161,UPDATE
3332903,1979,1233.0,115,UPDATE
4010347,549,341.0,2,UPDATE
3327537,7289,4552.0,23,UPDATE
3327612,5459,3410.0,85,UPDATE
858669,529,330.0,117,UPDATE
155394,269,167.0,15,UPDATE
3332639,2099,1308.0,65,UPDATE
854193,509,317.0,131,UPDATE
4015553,1709,1068.0,129,UPDATE
3311079,3199,1997.0,77,UPDATE
3311100,3899,2436.0,54,UPDATE
3313835,3839,2395.0,39,UPDATE
3312279,3499,2186.0,91,UPDATE
3312300,4499,2808.0,50,UPDATE
3312382,4509,2818.0,54,UPDATE
3312465,4529,2831.0,54,UPDATE
3312473,4809,3005.0,12,UPDATE
3311123,4959,3100.0,3,UPDATE
3310815,2599,1625.0,1,UPDATE
3312844,7209,4506.0,38,UPDATE
3310848,1439,897.0,77,UPDATE
3312886,7239,4525.0,38,UPDATE
3310869,1609,1005.0,54,UPDATE
3311451,4209,2628.0,51,UPDATE
3311644,5449,3401.0,52,UPDATE
3311755,3329,2081.0,26,UPDATE
3311631,4669,2914.0,12,UPDATE
3311470,5009,3126.0,61,UPDATE
3311923,4479,2794.0,43,UPDATE
3311916,4539,2836.0,50,UPDATE
3311975,6359,3973.0,45,UPDATE
3314065,3909,2440.0,88,UPDATE
3313894,3699,2312.0,45,UPDATE
3314059,4139,2582.0,77,UPDATE
3314188,6609,4130.0,2,UPDATE
3313505,3589,2238.0,16,UPDATE
3313601,5289,3303.0,4,UPDATE
3313784,7169,4477.0,3,UPDATE
3313553,5419,3387.0,3,UPDATE
3313636,5669,3542.0,4,UPDATE
3314300,3699,2308.0,5,UPDATE
3314354,3889,2431.0,16,UPDATE
3314444,3729,2327.0,5,UPDATE
3314450,5649,3527.0,4,UPDATE
3314522,7139,4459.0,22,UPDATE
3312239,5679,3550.0,3,UPDATE
3312536,5299,3312.0,4,UPDATE
3312691,5009,3127.0,6,UPDATE
3312693,4919,3074.0,50,UPDATE
3312865,7339,4586.0,38,UPDATE
3332886,2059,1286.0,63,UPDATE
3313094,5919,3695.0,42,UPDATE
3313939,6499,4059.0,2,UPDATE
3311206,4469,2790.0,4,UPDATE
3312557,5619,3512.0,11,UPDATE
3312626,4829,3016.0,12,UPDATE
3312698,4919,3074.0,85,UPDATE
3312560,5099,3182.0,63,UPDATE
3311708,5359,3350.0,11,UPDATE
3312555,4759,2971.0,94,UPDATE
3311722,5039,3146.0,4,UPDATE
3314247,5249,3279.0,46,UPDATE
3313477,4789,2991.0,79,UPDATE
3313475,5019,3135.0,5,UPDATE
3313620,4999,3123.0,25,UPDATE
3314253,5249,3279.0,46,UPDATE
3332819,1849,1153.0,56,UPDATE
3303023,2189,1366.0,132,UPDATE
3311430,3209,2005.0,91,UPDATE
3311556,5469,3415.0,3,UPDATE
853517,559,348.0,73,UPDATE
3303063,2819,1762.0,129,UPDATE
854096,929,576.0,59,UPDATE
853557,449,281.0,131,UPDATE
854077,539,333.0,173,UPDATE
3303080,2209,1378.0,15,UPDATE
3303094,2379,1486.0,12,UPDATE
3251209,2429,1518.0,180,UPDATE
3204306,2089,1303.0,77,UPDATE
4007563,1129,702.0,123,UPDATE
3301109,2679,1672.0,30,UPDATE
3301114,2869,1789.0,30,UPDATE
3301079,2509,1563.0,30,UPDATE
3301189,3019,1883.0,30,UPDATE
3301219,3079,1923.0,30,UPDATE
3301204,3379,2111.0,30,UPDATE
3301194,3109,1938.0,30,UPDATE
3301244,3279,2047.0,30,UPDATE
346828,879,550.0,165,UPDATE
4019875,1309,814.0,89,UPDATE
346771,629,388.0,140,UPDATE
3324321,2329,1451.0,26,UPDATE
3324377,2649,1654.0,15,UPDATE
3324382,2219,1384.0,23,UPDATE
3324425,2769,1726.0,26,UPDATE
3251497,5649,3528.0,163,UPDATE
4018501,269,165.0,49,UPDATE
4018613,1129,701.0,9,UPDATE
853588,619,382.0,85,UPDATE
858746,509,314.0,3,UPDATE
859027,1069,664.0,30,UPDATE
859025,1159,719.0,76,UPDATE
3251339,4009,2503.0,180,UPDATE
3251379,4009,2503.0,180,UPDATE
94755,459,287.0,121,UPDATE
854255,919,574.0,40,UPDATE
853709,659,411.0,43,UPDATE
860142,439,272.0,110,UPDATE
3251289,3059,1909.0,180,UPDATE
3312162,5709,3566.0,23,UPDATE
3314569,7549,4716.0,38,UPDATE
3324917,2729,1705.0,41,UPDATE
3314782,5839,3649.0,87,UPDATE
3314761,5129,3201.0,73,UPDATE
3314812,6429,4017.0,87,UPDATE
3314852,2759,1723.0,94,UPDATE
3324162,1279,794.0,56,UPDATE
3324188,2189,1368.0,8,UPDATE
3324503,3119,1946.0,26,UPDATE
3324499,2729,1705.0,23,UPDATE
4014293,319,194.0,8,UPDATE
4014438,249,153.0,19,UPDATE
4014484,249,156.0,1,UPDATE
4014873,209,129.0,41,UPDATE
4014850,269,165.0,2,UPDATE
4014948,239,147.0,23,UPDATE
4014955,229,139.0,14,UPDATE
4015153,259,160.0,126,UPDATE
4105607,359,219.0,46,UPDATE
4014763,379,235.0,11,UPDATE
4015042,229,141.0,4,UPDATE
4015054,199,125.0,85,UPDATE
855796,209,129.0,146,UPDATE
4012728,849,531.0,82,UPDATE
4010836,329,205.0,16,UPDATE
4010906,409,253.0,26,UPDATE
4010919,369,227.0,9,UPDATE
4011102,339,211.0,31,UPDATE
4011091,249,152.0,25,UPDATE
4011189,349,217.0,16,UPDATE
3328948,2009,1251.0,42,UPDATE
3328960,2219,1382.0,22,UPDATE
3329002,3199,2000.0,22,UPDATE
3329014,2669,1665.0,35,UPDATE
3329220,1509,939.0,62,UPDATE
4011278,219,132.0,5,UPDATE
3254105,5839,3644.0,48,UPDATE
4009572,1329,828.0,124,UPDATE
4009657,289,179.0,161,UPDATE
3205218,2449,1529.0,28,UPDATE
4007102,719,447.0,31,UPDATE
4007128,409,254.0,20,UPDATE
153213,1409,880.0,139,UPDATE
4100982,1929,1206.0,89,UPDATE
4011982,269,166.0,44,UPDATE
860466,919,574.0,0,UPDATE
860807,579,360.0,2,UPDATE
860717,1429,890.0,43,UPDATE
808423,739,459.0,65,UPDATE
4103941,699,433.0,31,UPDATE
3310713,2389,1488.0,6,UPDATE
4011977,259,159.0,0,UPDATE
4012006,229,141.0,10,UPDATE
3310573,1289,804.0,6,UPDATE
3365907,699,434.0,135,UPDATE
4103892,179,112.0,136,UPDATE
860650,699,434.0,60,UPDATE
42002580,409,256.0,183,UPDATE
42002582,1199,747.0,150,UPDATE
3325193,2789,1738.0,94,UPDATE
4008917,479,294.0,56,UPDATE
800928,379,236.0,30,UPDATE
861779,559,344.0,47,UPDATE
4009558,679,421.0,174,UPDATE
4017405,199,124.0,55,UPDATE
3127505,4759,2974.0,122,UPDATE
3127598,3229,2016.0,25,UPDATE
3127587,2849,1776.0,26,UPDATE
3324349,2739,1711.0,15,UPDATE
146757,489,305.0,56,UPDATE
